Condition	Replicate	Distance_from_nuc_envelope	Radius_of_cell
dKO	rep2	0.305	0.897
dKO	rep2	0.445	1.295
dKO	rep2	0.445	1.262
dKO	rep2	0.389	1.0995
dKO	rep2	0.445	1.2575
dKO	rep2	0.389	1.0795
dKO	rep2	0.445	1.22
dKO	rep2	0.445	1.2055
dKO	rep2	0.323	0.8645
dKO	rep2	0.389	1.041
dKO	rep2	0.431	1.1525
dKO	rep2	0.389	1.0355
dKO	rep2	0.341	0.897
dKO	rep2	0.305	0.8015
dKO	rep2	0.482	1.2315
dKO	rep2	0.323	0.823
dKO	rep2	0.431	1.0915
dKO	rep2	0.431	1.078
dKO	rep2	0.323	0.8015
dKO	rep2	0.539	1.326
dKO	rep2	0.431	1.047
dKO	rep2	0.539	1.2815
dKO	rep2	0.457	1.059
dKO	rep2	0.431	0.994
dKO	rep2	0.431	0.994
dKO	rep2	0.482	1.1115
dKO	rep2	0.389	0.897
dKO	rep2	0.482	1.0995
dKO	rep2	0.482	1.0915
dKO	rep2	0.431	0.918
dKO	rep2	0.431	0.918
dKO	rep2	0.539	1.146
dKO	rep2	0.482	1.017
dKO	rep2	0.482	1.013
dKO	rep2	0.581	1.1825
dKO	rep2	0.629	1.2585
dKO	rep2	0.482	0.954
dKO	rep2	0.581	1.1435
dKO	rep2	0.539	1.041
dKO	rep2	0.647	1.241
dKO	rep2	0.55	1.03
dKO	rep2	0.482	0.897
dKO	rep2	0.431	0.8015
dKO	rep2	0.61	1.1335
dKO	rep2	0.581	1.0635
dKO	rep2	0.69	1.2445
dKO	rep2	0.539	0.972
dKO	rep2	0.629	1.085
dKO	rep2	0.55	0.9415
dKO	rep2	0.69	1.1255
dKO	rep2	0.656	1.059
dKO	rep2	0.778	1.254
dKO	rep2	0.778	1.1875
dKO	rep2	0.656	0.991
dKO	rep2	0.723	1.078
dKO	rep2	0.928	1.316
dKO	rep2	0.647	0.915
dKO	rep2	0.842	1.186
dKO	rep2	0.539	0.7335
dKO	rep2	0.647	0.8645
dKO	rep2	0.821	1.078
dKO	rep2	0.821	1.074
dKO	rep2	0.921	1.146
dKO	rep2	0.842	0.884
