bait,prey,adj.P.Val,logFC
Cuf1,Ssr4,0.0369294049823831,1.04406576897517
Cuf1,Rpb6,0.0237332690614557,2.19546137069355
Cuf1,Bio2,0.00346432583894811,1.85575189966791
Cuf1,Rxt3,0.00946873507820102,2.26763380892318
Cuf1,Rps1501,0.0227476811264073,1.05664946299893
Cuf1,Rpc34,0.0308947534281629,1.99220002721553
Cuf1,Naa15,0.042195619222803,1.03559149452935
Cuf1,Toa2,0.0100505748723412,1.48231179123073
Cuf1,Rpl39,0.0478153230674981,1.56679264113706
Cuf1,SPCC965.10,0.0380841920333552,1.08700843791341
Deb1,Nht1,0.00552243317052051,3.70981990006989
Deb1,Pss1,0.00460953336135107,3.34945714575857
Deb1,Iec1,0.00836748466755418,3.60608298073687
Deb1,Rpl42,0.00451067206621299,1.03734989534637
Deb1,Rpc19,0.00836748466755418,3.64079786996983
Deb1,Pap1,0.00275148128201594,3.11359657304587
Deb1,Rpl1502,0.0344731777146584,1.02970441895608
Deb1,Rpb5,0.0148917975639298,1.33953599985665
Deb1,Ies4,0.0193926583423436,3.11332384342904
Deb1,Smd1,0.0328071960000806,4.49446613672686
Deb1,Ino80,0.0203083584674437,1.71217553789691
Deb1,Hsf1,0.000627941323433006,3.51459578968593
Deb1,Rim1,0.0132978798313237,2.51247808137417
Deb1,Rad52,0.00233864658313265,3.57836844277636
Deb1,Prz1,0.00671420182564812,3.64777867499077
Deb1,Rpc2,0.00424502735831784,3.36693151734129
Deb1,Cmb1,0.0000204690253834649,3.19157118403222
Deb1,Swi6,0.00313441942998439,3.17282432818532
Deb1,Arp8,0.0285123590352954,2.59517725403892
Deb1,Rpc82,0.000662158515423177,3.86366534076108
Deb1,Rvb1,0.0259632969801943,1.29870833900428
Deb1,Cbp1,0.000352055912527227,4.45271399056893
Deb1,Reb1,0.000266139777809787,5.13334426705674
Deb1,Irc3,0.000266139777809787,5.8349714335404
Deb1,Rpc40,0.0024589302674394,2.03913381110423
Deb1,Abp2,0.000755911449878129,4.14781568918443
Deb1,Sre1,0.000973082571995734,3.83507306839541
Deb1,Rps401,0.0253183689052328,5.72023761264882
Deb1,Atf1,0.00106411225875402,4.85933445050073
Deb1,Cdk9,0.0253183689052328,1.21670920097949
Deb1,Def1,0.0128744327856216,2.99145598931875
Deb1,Lsm1,0.000867711044593164,3.7905333196309
Deb1,Rpc1,0.000395200740137002,3.45649140867593
Deb1,Ssb1,0.00249521231735229,2.95728529513385
Deb1,Trm6,0.0118553084672505,1.40816208922577
Deb1,Rvb2,0.000471322429618135,1.59330354140271
Deb1,Rpc31,0.0013037996534782,3.1176969968674
Deb1,Rpl1601,0.0000421610983949798,7.1042002716014
Deb1,Alp5,0.00939764841109695,3.32530507951781
Deb1,Orc4,0.00035941793626599,4.48666898006786
Deb1,Sap1,0.0000121732886869089,3.2407275592025
Deb1,Ssb2,0.000427979330587844,1.45802331716879
Deb1,Rpc53,0.00236735861301028,3.24413159173648
Deb1,Pcs60,0.000266139777809787,1.43506128411773
Deb1,Spp27,0.00339785254608499,3.26593499838959
Deb1,Rpc37,0.000395200740137002,5.19646428699132
Deb1,Pil1,0.0250169469508749,2.68183597505081
Esc1,Pss1,0.0194968586632212,2.6635298895429
Esc1,Slr1,0.00594237352716583,1.05128322312248
Esc1,Rpl42,0.00328594668903863,1.43632711000516
Esc1,Rpl1602,0.00818341687233094,1.03319066589046
Esc1,Rpl501,0.000552238759940742,1.04571813356457
Esc1,Moe1,0.0399049849827294,2.35999273962007
Esc1,Rpl31,0.00653895676286106,1.01056855411307
Esc1,Rpl1002,0.0034522753063476,1.01377555416506
Esc1,Oga1,0.00348172395493979,1.0599579269626
Esc1,Rps401,0.0399049849827294,6.1279951700062
Esc1,Cwf10,0.0128155300049447,2.75290362839011
Esc1,Mmb1,0.00276648461729202,1.03973844074055
Esc1,Def1,0.00276648461729202,3.93429083462316
Esc1,Rpl2101,0.000126292703134684,1.48687555700284
Esc1,Rpl2502,0.0156900210299011,1.08986031985158
Esc1,Rpl29,0.0019472025340848,5.74357182369392
Esc1,Rpl1601,0.000121261872303844,7.38782668721505
Esc1,Rpl1702,0.00242632086092609,1.74444028086716
Esc1,Rpp103,0.0389317682501479,1.16616136787205
Fep1,Nht1,0.0233422118497807,3.15974331936784
Fep1,Pss1,0.00333726213688578,4.48186927355964
Fep1,Pap1,0.0233422118497807,2.39058059630208
Fep1,Pdc101,0.0279642895112538,2.25120711099041
Fep1,Tef103,0.00333726213688578,1.01849302572688
Fep1,Rim1,0.0105973227326549,3.03042238253384
Fep1,Rad52,0.0105973227326549,3.05339161129349
Fep1,Cmb1,0.00333726213688578,2.04731166484045
Fep1,Ssc1,0.00138466550354955,1.61486527275682
Fep1,Cbp1,0.00960668256587771,3.43719789933088
Fep1,Pht1,0.0293764539726985,1.21787278746779
Fep1,Irc3,0.00662417996763631,3.36198220231768
Fep1,SPBC16H5.08c,0.010753885711078,3.98051641731169
Fep1,Krs1,0.0233422118497807,2.37242866820746
Fep1,Tif307,0.010884486993477,1.15080582887766
Fep1,Sre1,0.0233422118497807,2.28497585272664
Fep1,Mmb1,0.00176713728951367,1.38710809797133
Fep1,Def1,0.0314106626575672,3.25710913761629
Fep1,Ssb1,0.00795175137723123,2.8117737658102
Fep1,Rpl29,0.0029045579777019,5.34336690801378
Fep1,Rvb2,0.00943089167070839,1.25926024196698
Fep1,Alp5,0.0281073314062048,2.99117343969808
Fep1,Orc4,0.0225289668199382,2.2968018273824
Fep1,Sap1,0.000957666479712375,1.61792356052258
Fep1,Ssa2,0.000131694698788195,1.86902158467975
Fep1,Ssb2,0.00176713728951367,1.67473985187956
Fep1,Spp27,0.0171740666818272,2.46977145755838
Fep1,Rpc37,0.00657297820713056,3.53859409422286
Fep1,Tef3,0.0039991430826164,1.56829440657734
Fhl1,Pss1,0.00723434163775891,3.78363715076402
Fhl1,Shm2,0.0353629564739211,1.02868821647317
Fhl1,Elo2,0.033738920010572,1.14825263000392
Fhl1,Rpl3202,0.00190129435440239,4.70191149629656
Fhl1,Rpl501,0.00525097362031638,1.00169160773554
Fhl1,Rpl31,0.0106078664978512,1.04723074984581
Fhl1,Trm61,0.0133050559498915,1.2622726191745
Fhl1,Dhx29,0.0106078664978512,3.51557790594229
Fhl1,SPBC16H5.08c,0.0207090135578892,3.49081444068774
Fhl1,Nrs1,0.0431573932191429,2.86761222910574
Fhl1,Rps401,0.0000118290420204457,8.183074672521
Fhl1,Leu1,0.0173365333377469,2.23198479524308
Fhl1,Cwf10,0.0104131038995247,3.43284230675985
Fhl1,Egd2,0.00940315196453554,1.74707254959279
Fhl1,Cdk9,0.033738920010572,1.23255168659802
Fhl1,Def1,0.00531976984714065,3.9502636648585
Fhl1,Rpl2101,0.00190129435440239,1.21442393139909
Fhl1,Lsm1,0.00673064562901381,3.54700253574651
Fhl1,Rpl2502,0.0126332599348584,1.22841982813435
Fhl1,Rpl29,0.00477349265386468,5.1769456117879
Fhl1,Trm6,0.00856390196266073,1.64392208407943
Fhl1,Rpl1601,0.0000428108643939736,7.39143180836862
Fhl1,Cbc3,0.0117108423526296,2.46522510517346
Fhl1,Rpc37,0.0192171024372534,3.04541920658438
Fhl1,Rpl1702,0.00729525364486594,1.15743457498074
Fil1,Pss1,0.00726198633022577,3.37316137872217
Fil1,Slr1,0.00667575085357609,1.15701352401954
Fil1,Erf1,0.0228172034770329,3.00743438306393
Fil1,Rpl1602,0.00667575085357609,1.1142749839493
Fil1,Cmb1,0.00736655808543416,1.05540180033307
Fil1,Ubi3,0.0144924271426992,1.00471397893469
Fil1,Rpl31,0.00656365580806226,1.10702750064459
Fil1,Rpl2102,0.00214386699487564,1.05562087174833
Fil1,Rpl1802,0.000799855660469398,1.27865083522286
Fil1,SPBC16H5.08c,0.0106885913115617,3.78345813258131
Fil1,SPBC16H5.12c,0.00674894302380071,1.12943759688366
Fil1,Cwf10,0.00726198633022577,3.13176985234228
Fil1,Def1,0.00426932472381715,4.05665227911022
Fil1,Rpl2101,0.000592698638389942,1.49951594106206
Fil1,Rpl2502,0.00625580328502051,1.60046305786869
Fil1,Rpl1901,0.00214386699487564,1.21212399225617
Fil1,Ssb1,0.0357657111280246,1.8543800984796
Fil1,Rpl29,0.00200950755078295,5.80949076449615
Fil1,Trm6,0.0103935441358136,1.61469619415347
Fil1,Rpl1601,0.000592698638389942,6.98686051247935
Fil1,Ssb2,0.011390857973865,1.03015612182779
Fil1,Rpl1702,0.00699580748485583,1.09487275519683
Fil1,Tef3,0.00556947996653195,1.2408412064938
Fil1,Rps20,0.00667575085357609,1.20376173079357
Fkh2,Pss1,0.00315884795671364,4.01905884532963
Fkh2,Laf1,0.000302122000807923,6.27410341532217
Fkh2,Atp1,0.0106119379538841,3.69476436048012
Fkh2,Png3,0.00223351711269954,3.90710122741274
Fkh2,Gus1,0.000902388018823787,2.5905471334543
Fkh2,Stm1,0.0142169715683971,1.11857585874544
Fkh2,Slt1,0.00474020780771033,2.85555253033385
Fkh2,Pdi2,0.0376095181900699,2.89337989705701
Fkh2,Mce1,0.024123178359585,2.704852816844
Fkh2,Pdc101,0.00727399293049885,2.83592497032986
Fkh2,Atp2,0.00315884795671364,3.42234142916159
Fkh2,Lys3,0.000130668268680373,3.56622382824176
Fkh2,Tef103,0.0000728090866741649,1.9813820846361
Fkh2,Cka1,0.0313264377902689,1.68768959486335
Fkh2,Rpb2,0.0206919050013327,3.48889940022564
Fkh2,Nop58,0.011456487501844,3.81281584847849
Fkh2,Cdb4,0.0064914181923266,3.10990893754837
Fkh2,Sds3,0.0000728090866741649,8.57367106589377
Fkh2,Tif302,0.00147263363669136,1.36646872011893
Fkh2,Lrs1,0.000247707869825655,6.74086773898638
Fkh2,Tif51,0.00352703872026945,3.26940933837424
Fkh2,Ani2,0.0395087800108935,2.14784965102083
Fkh2,SPAC29A4.02c,0.00356432144057304,5.12638683043518
Fkh2,Prw1,0.0000168799925947306,6.24887914613776
Fkh2,Tif5,0.00483380465075569,2.94552569108167
Fkh2,Asc1,0.011456487501844,2.50243169026905
Fkh2,Tif212,0.00415082289801489,1.55435043983153
Fkh2,Elf1,0.0245201753369445,3.08060300486088
Fkh2,Grs1,0.00319920938843993,3.90353200515848
Fkh2,Tif211,0.00250398654108182,2.58896300905005
Fkh2,Tif303,0.00206902194180324,1.01649715397582
Fkh2,Sum1,0.0011286350597534,1.54459474124452
Fkh2,Pyk1,0.041020556353763,2.6237855633968
Fkh2,Eft202,0.000684937982250575,2.79411088666
Fkh2,Tif52,0.00315884795671364,4.08818779229142
Fkh2,Ssz1,0.00455894055526713,1.3394558456398
Fkh2,Mug165,0.00377152179540386,4.39801483605685
Fkh2,Moe1,0.0272212591706546,2.49710129213269
Fkh2,Tom70,0.0064914181923266,1.41862359704644
Fkh2,Hsp90,0.00455894055526713,3.0141470834468
Fkh2,Rpa34,0.0235506636781246,2.65808305055291
Fkh2,Naa25,0.00751217640751682,3.11549239664547
Fkh2,Spi1,0.0414169001389918,2.70174058162249
Fkh2,Pst1,0.0000329790219903204,8.48433347940845
Fkh2,Ani1,0.00745836335391028,2.34102739526505
Fkh2,Cti6,0.00300483122157572,6.02465455511463
Fkh2,Pfk1,0.00286096228549277,1.12060533393373
Fkh2,SPBC16H5.08c,0.000972912373905116,5.97854389925051
Fkh2,Vrs1,0.000468533619594393,5.19701170695295
Fkh2,Png2,0.000752900127823671,5.56345575850119
Fkh2,Pst3,0.0000818834867811919,8.31365199784447
Fkh2,Nrs1,0.000399488445205559,6.98014364947796
Fkh2,Zuo1,0.00472964138567046,1.07039040380216
Fkh2,Rar1,0.0064914181923266,2.76731100914427
Fkh2,Dbp3,0.0064914181923266,2.89479093229861
Fkh2,Tif301,0.00294746147598606,1.05090291270504
Fkh2,Krs1,0.0000329790219903204,5.95378291568147
Fkh2,Tif213,0.00749033366843847,1.36177667795742
Fkh2,Tif307,0.0011286350597534,1.43752964494792
Fkh2,Fba1,0.00798592352134755,2.86393917036611
Fkh2,Prs1,0.0218355760929724,3.05349663390844
Fkh2,Ppp1,0.047439415937626,2.2227217843758
Fkh2,Leu1,0.00549572324647219,2.85046608634276
Fkh2,Dep1,0.000222064051053856,5.2772882909321
Fkh2,Tif11,0.037412778551474,2.22831872241676
Fkh2,Gua1,0.0195155289052224,3.08482188783373
Fkh2,Hrs1,0.0395601873014109,2.65143764081468
Fkh2,Def1,0.0272212591706546,3.2777699253352
Fkh2,Clr6,0.0000736111799979879,8.72032923795905
Fkh2,Rxt2,0.000569816393051027,5.87447529697302
Fkh2,Eif21,0.0000329790219903204,6.19242953327355
Fkh2,Int6,0.0153268486267418,1.05425370267739
Fkh2,Nop56,0.026009154814739,1.76392397243382
Fkh2,Aco2,0.0170352423111172,1.99368321119134
Fkh2,Nop2,0.011456487501844,3.21079585728229
Fkh2,Drs1,0.00239334429143761,3.31413376356563
Fkh2,Dfr1,0.00352703872026945,2.43683414389552
Fkh2,Rxt3,0.000247707869825655,6.40818522842585
Fkh2,Tef5,0.00447414966187556,3.59831365628548
Fkh2,Yrs1,0.00294746147598606,3.04375152813199
Fkh2,Nts1,0.000356461284581952,5.3663930220717
Fkh2,Naa15,0.0146461285311691,2.65469835305434
Fkh2,Tef3,0.0000728090866741649,2.92418226871356
Fkh2,SPCC825.01,0.0119226796181162,2.03219537875688
Fkh2,SPCPB1C11.03,0.0000422882867816326,6.68890560477894
Adn2,Pss1,0.00169499238553712,4.51985469267776
Adn2,Rps101,0.00508950797732369,1.13779470050293
Adn2,Atp1,0.0076363211739765,4.29799012881107
Adn2,Nop12,0.0393088774644351,3.57677082991976
Adn2,Exo2,0.0109552085655312,1.47373297220894
Adn2,Ebp2,0.00971506975679279,3.10957095205005
Adn2,Erf1,0.00548890229773116,3.81891391613694
Adn2,Pdc101,0.0385069237424821,1.93369658850845
Adn2,Rps2202,0.00678047008058646,1.00764958940243
Adn2,Sap114,0.0131627334313453,3.1408932051612
Adn2,Ura1,0.0189385053573703,2.50262228395643
Adn2,Trm402,0.0364674866336476,1.85951353826786
Adn2,Usp108,0.0380096862995024,3.7252188690805
Adn2,Nop58,0.0393088774644351,2.83019773104689
Adn2,Rps901,0.00815447150032372,1.40261121999061
Adn2,Rps2802,0.0196278029957909,1.13608428383536
Adn2,Rim1,0.028607144889156,2.11324890676091
Adn2,Rpl3802,0.00508950797732369,1.49635063487657
Adn2,Cwf2,0.00508950797732369,3.82999235070515
Adn2,Rpl2302,0.00315811987680336,1.24979203916
Adn2,Fas2,0.0125145324565153,2.62915350863918
Adn2,Btf3,0.00121405031256784,4.62086740262473
Adn2,Cdc5,0.00622259415027799,4.29796971199332
Adn2,Rps5,0.0371281666269718,5.25914015222759
Adn2,SPAC8F11.04,0.0474710818277234,2.80176470732181
Adn2,Hsp90,0.00684736636505933,2.8648680642054
Adn2,Rpf2,0.0349220674994856,2.38856197619811
Adn2,Fas1,0.0243709839795915,3.03790439100592
Adn2,Nop10,0.0371281666269718,2.38590826403678
Adn2,Reb1,0.022332315908634,2.81576529174976
Adn2,Dhx29,0.00193270671171022,4.81038173403916
Adn2,Ppr1,0.0239461848692906,2.22444376115245
Adn2,Rps1202,0.00163122015960722,6.13089028077631
Adn2,Rps27,0.00148270794881909,1.24008662192416
Adn2,Rpl401,0.000536601165262846,1.13165283209028
Adn2,Aha1,0.00564419463241007,3.17844855043828
Adn2,Mex67,0.0118464843159873,3.56465870553402
Adn2,Pdc2,0.00815447150032372,1.61314946837297
Adn2,Gar1,0.0447067198575675,3.75044670931791
Adn2,Cwf3,0.00508950797732369,3.54913807147352
Adn2,Cwf10,0.0020207366874922,4.35918386203917
Adn2,Sap62,0.0371281666269718,1.83290524938025
Adn2,Cwf14,0.0226897827265791,2.31697415575799
Adn2,Cwf7,0.0180758674252395,2.47297044276798
Adn2,Atf1,0.0000603868046796816,5.99232815777359
Adn2,Ldb1,0.000000199066055658435,11.6644489418016
Adn2,Cwf4,0.0371281666269718,1.76189197362545
Adn2,Rpl2101,0.000536601165262846,1.59852851377538
Adn2,Rpl3601,0.00995989441461127,1.01906672586332
Adn2,Prp39,0.0142308268487981,3.37400156720425
Adn2,Kin1,0.0228335636855105,2.23654431520974
Adn2,Nop4,0.0187040092008916,3.1902941293262
Adn2,Ilv5,0.0289274230190216,2.33666236151259
Adn2,Cwf11,0.0076363211739765,3.49392822610338
Adn2,Nog1,0.0189385053573703,1.65549873928585
Adn2,Rpc1,0.0218130830616682,1.74169691725539
Adn2,Ssb1,0.0289274230190216,1.72130254033979
Adn2,Trm6,0.0324516090407631,1.37447369615042
Adn2,Prp5,0.0458572725756317,2.71424386791737
Adn2,Rrp5,0.0364674866336476,2.47319293698252
Adn2,Adn3,0.0000324113003797101,10.713520154605
Adn2,Cbc3,0.00862660884738977,2.50310147010042
Adn2,Utp23,0.0475019108590157,2.00620167455219
Adn2,Mdh1,0.0471451477254554,2.67390705211182
Adn2,Srp72,0.00756516936893009,3.92465358025045
Adn2,Rpc37,0.0076363211739765,3.17747268333709
Gaf1,Nht1,0.000713515666732951,5.06044582020987
Gaf1,Pss1,0.0000902324072902718,6.45371184957111
Gaf1,Swr1,0.000384947744722387,4.05045206101795
Gaf1,Iec1,0.000717145633370224,5.3254675399944
Gaf1,Thi1,0.00376716309572227,3.10404021515381
Gaf1,Rpc19,0.000820511769128082,5.20728811277937
Gaf1,Cph1,0.00207228914410223,3.66463204680276
Gaf1,Nop12,0.0241460699176583,3.45606823794618
Gaf1,Hrp1,0.000102710587763258,2.56339818757037
Gaf1,Pap1,0.0000902324072902718,5.52061346948644
Gaf1,Rad25,0.0156620457817158,2.79753896809689
Gaf1,Fol2,0.00424056164053616,4.18764355718518
Gaf1,Bur6,0.00380178472809375,2.80679143955639
Gaf1,Yaf9,0.00505754922288555,2.42066549842647
Gaf1,Mst2,0.0175777235537019,3.836372846358
Gaf1,Ebp2,0.0184912275474746,2.19153356064281
Gaf1,Deb1,0.00530304654587539,2.78165691806396
Gaf1,Rpb10,0.0142231043772653,4.45232138002615
Gaf1,Rsc58,0.0241460699176583,2.23613763018614
Gaf1,Spt6,0.00986583755282247,2.46039269656428
Gaf1,Dal2,0.00204219669664591,3.15568770298734
Gaf1,Pdc101,0.018251876263763,1.82782803086904
Gaf1,Pcr1,0.00421064797920305,4.13508017267569
Gaf1,Ies6,0.000102710587763258,5.98664472311418
Gaf1,Atp2,0.00487850993997376,2.14842454869643
Gaf1,Rpc11,0.000437203321119213,4.68895891842001
Gaf1,Bip1,0.000137038877604043,1.57369726998281
Gaf1,Ura1,0.00568502753391121,2.5729135899663
Gaf1,Tfg3,0.00632308075747997,1.12972596311239
Gaf1,Cka1,0.00662275296112346,2.13404780947518
Gaf1,Pst2,0.000536850245798,4.53497068557193
Gaf1,Rpb5,0.000102710587763258,3.2917221107998
Gaf1,Spt5,0.00424056164053616,2.39773642286131
Gaf1,Rpb2,0.000756731056063688,5.0327941340303
Gaf1,Ies4,0.0017490446863141,4.66884685069836
Gaf1,Nop58,0.0338331476227115,2.56242587627512
Gaf1,Alp13,0.000802062056165575,2.4113918741216
Gaf1,Zip1,0.00424056164053616,1.98379492216812
Gaf1,Ani2,0.0483908358452302,1.84022829673403
Gaf1,Ino80,0.000148697272760364,4.13112744265521
Gaf1,Clr5,0.000802062056165575,5.74475171354508
Gaf1,Tbp1,0.00844766415091955,3.65136382561989
Gaf1,Hsf1,0.00005328306476783,4.94265014120098
Gaf1,Rim1,0.000102710587763258,5.93564329869133
Gaf1,Cph2,0.00585955752875082,3.80073781729079
Gaf1,Rad52,0.000084164993893202,6.1666478857043
Gaf1,Abo1,0.00424021296511806,1.11222405023967
