bait,prey,adj.P.Val,logFC
Ace2,Rar1,0.0373539244794187,1.02915748776116
Ace2,Tpx1,0.0378872245071048,2.17225378387361
Cdc10,Sec62,0.00000852908382398505,2.21849483709814
Cdc10,Res2,0.0000000133099218235149,6.49036164302626
Cdc10,Nrm1,0.000000011025375139518,6.74964334853672
Cdc10,Yox1,0.00000000674946233521783,8.02923022975855
Cdc10,Res1,0.0000000166936038345724,7.61765508404395
Deb1,Pcp1,0.0307643496228641,2.68483635770879
Deb1,Oga1,0.0422371445630211,1.1970733816191
Deb1,Mbf1,0.0148913363621134,2.22016526132984
Deb1,Pcs60,0.015277286754392,2.68264688870178
Fkh2,Laf1,0.00273905562407501,1.09909498964688
Fkh2,Sds3,1.07518863405491e-13,2.88198760995898
Fkh2,Prw1,9.64501345423112e-36,5.9940271804948
Fkh2,Pst1,3.80815659489166e-24,3.79879348291969
Fkh2,Pst3,2.04650356390131e-13,2.34783379335106
Fkh2,Clr6,4.03976060788805e-25,3.83073994415482
Fkh2,Apm1,0.0103356852933385,1.13100432628081
Fkh2,Rxt3,8.17412550317408e-37,5.21607853352147
Adn2,Ldb1,8.87391274298192e-51,7.10563956398524
Adn2,Adn3,3.74189233078124e-20,9.24610621447569
Gaf1,Pss1,0.00000256473323631767,4.26153637078154
Gaf1,Bip1,0.0156164953233147,2.59934849589704
Gaf1,Ssz1,0.0125844630186419,1.75396589651534
Gaf1,Sks2,0.0048465261729255,1.00961795856625
Hsf1,SPAC1039.01,0.00444030374298485,2.41948480032409
Hsf1,Rpp203,0.00124285211272255,3.86223739235699
Hsf1,Vip1,0.00493671049019265,1.38582318282128
Hsf1,Pss1,0.0000708192808575661,3.88446050916507
Hsf1,Ssa1,2.67491572142875e-14,2.97782546804117
Hsf1,Rpl1502,0.0000208170233800328,2.26183306861861
Hsf1,Lsh1,2.95269614135159e-17,3.15289573367913
Hsf1,Atp2,0.0000208170233800328,2.63358220874545
Hsf1,Bip1,0.000281858755658371,3.40463882086176
Hsf1,Tif302,0.000912755947822001,1.67448404150513
Hsf1,Nde1,0.00579764977819243,1.14721379693065
Hsf1,Fas2,0.0178197054776568,1.07529618508881
Hsf1,Fas1,0.000281858755658371,1.51667318024167
Hsf1,Cyt1,0.0331880477991284,1.03846315795899
Hsf1,Hmt2,0.000501416319803356,1.66343880451272
Hsf1,Rpl4301,0.0360282480548834,3.50054395937641
Hsf1,Rpl1902,0.0283521367540339,2.50473828409068
Hsf1,Ssa2,2.58935605008921e-18,4.1816024255902
Adn3,Rpp203,0.000635870331627914,4.22017223909333
Adn3,Hrp1,0.0231305903266825,1.66689482126848
Adn3,Rim1,0.0266360661803292,1.26475584962331
Adn3,Rps1001,0.0247054035205923,3.15503135330577
Adn3,Rps2502,0.017169774452238,1.05183039006636
Adn3,Rpl2102,0.017169774452238,1.09218686254696
Adn3,Mrt4,0.0000646151511594331,2.76891781822985
Adn3,Scs2,0.0314425179220349,1.73254256687604
Adn3,Rpl1001,0.0231305903266825,3.71625299431176
Adn3,Tif307,0.029089005339492,1.74029789444277
